actor,country,description,genre,language,link_image,original_title,public,score,time,title,trailer_page_url,trailer_video,year
"Daniel Radcliffe,Rupert Grint,Emma Watson","United Kingdom,United States","Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.","Adventure,Family,Fantasy","English,Latin","https://m.media-amazon.com/images/M/MV5BMGVmMWNiMDktYjQ0Mi00MWIxLTk0N2UtN2ZlYTdkN2IzNDNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_QL75_UX190_CR0,2,190,281_.jpg",Harry Potter and the Deathly Hallows: Part 2 3D,PG-13,8.1,130,Harry Potter and the Deathly Hallows: Part 2,https://www.imdb.com/video/vi128621593/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi128621593/1434659607842-pgv4ql-1616202482441.mp4?Expires=1682016149&Signature=MQoWqsQXLJVz~p2F1DLgn898n3iUaXgk6fEY8-RmJudpXWQdDKDNB1h5sFrf3-4EE7uFkBKDJXx5ELqTFHw2MFjwz8ucQWMFPq-kLiWzpc2NaqjI6PsThB2A0QCrGXnRPFvS5l4S~vyQnYO-56bg-FKVa~oKv1q0832Iux88uh~~KWcUcUALXxzFmZPypswRTAhjpvZ20tM0gdUs2DTTX577jtTfCXNblDtNqcB-G92lTE~Y3eW0Bc~Rvwh6nKQnryi9lFimHtKfaFazr-2aDDI-VoLLpFtoXQrQuWgVga0LjVG6UQczSyg3ljfN48TmoeLWcJ9pomK1Jx47ZAz5zQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2011
"Michael Kenneth Williams,Michael Fassbender,Chiwetel Ejiofor","United States,United Kingdom","In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.","Biography,Drama,History",English,"https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg",Twelve Years a Slave,R,8.1,134,12 Years a Slave,https://www.imdb.com/video/vi302032921/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi302032921/1434659607842-pgv4ql-1616202536163.mp4?Expires=1682016139&Signature=L7azzRJzV3hWEARFLeYVEfxCaqFztWJUtpiq5nVbpP77jK9RpOrI1Bu9oTg4W-1oOX1FmToyAZUmhqZYkkhmpCXA0z61gh14ibdcU-8IPC9ePZX7Vm0FH-jP5C1NGzgZJCAq7c8v10sHz-UMT3oWJVGDA-d-cuLfeW-FaYAQMdhpvRrxzWS4nc0NHhxXSkc15s0CVo5KUib2cl9nUsWHDkVsB5CiQGym2z0ISwpfrgYJb1Uaz5apTNDVg11HApvk-lOxUXO28VdUdu~sIwcRNnZFGx8n9fTZs9c9zGcdRVLjtjF2xPM8y~Mas2Iyh4Gk4Zb7Plxx49Rg3Kb1OcqMXw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2013
"Tom Hardy,Nick Nolte,Joel Edgerton",United States,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision ...","Action,Drama,Sport","English,Spanish","https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_QL75_UX190_CR0,6,190,281_.jpg",Chiến Binh Quyền Anh,PG-13,8.2,140,Warrior,https://www.imdb.com/video/vi339320089/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi339320089/1434659607842-pgv4ql-1616202495162.mp4?Expires=1682016161&Signature=IuUIER6Quuxk1mkxDJ-Hpy1auEeqrcuYmggCIDvsEnXgz3qGgdHVSwdnBwEpc3i0t4NIGQZBLrZeCgMUARq~EPqdExBBx69apN29n-YH6-5byjxSIbDK6jbdLfL1KcjKxDkt0Ghxfg0gbxNdNdYrD6j99zSthQuHelds6SsIxkbtXzWrgPcb0BZCRafJQtLZ4MhRf1hlLtO7OKfRjjojwQMGDP5iFFc3WC1pLUfzipTrTNEOQXBQIiRR~DW0iA1Y1Z-wxj0XatYDXrWbicpCp7D3wBWBMQMAEw-zyHsh8DEpOaFjnGtecWrQO7foeS1nhUjCCpqLPkLeql-QbJqIWg__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2011
"Clint Eastwood,Christopher Carley,Bee Vang","Germany,United States","After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",Drama,"English,Hmong","https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_QL75_UY281_CR0,0,190,281_.jpg",Ngọt Và Đắng,R,8.1,116,Gran Torino,https://www.imdb.com/video/vi517604121/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi517604121/1434659607842-pgv4ql-1616202746840.mp4?Expires=1682016155&Signature=SyB1SYnn1Bqf7VjDA~HytFgJls1Kr-TgwmlCqv3XbhJPAteFa~0Ji~QLdRJteKhTlJNF8VG~L7RdjwaWt7pshhYhmabkm2DLiFvbs9ZoPtmMDlKOv~mLlUEvoKNgvSRdrJyY5~Y2BTWlH2H9LeC3az6bLRufIf5-fGYGcainmG4rCZiPziTYXRXeUtov~RdlcQ2Cfb8ibK9PTD-2O-CRteOywQsn6hCgeTPl8STkazgj2os1LpDCiaIkikpRfP6KkULUpYw2U8gCEsmyU0TQvkzubK0tHy35P1~jp7r23c83~STmdhAKhFoZpf6wHvA0aGTjezaEGhjG3HN2BFhYeA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2008
"Harrison Ford,Rutger Hauer,Sean Young",United States,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,"Action,Drama,Sci-Fi","English,German,Cantonese,Japanese,Hungarian,Arabic,Korean","https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,1,190,281_.jpg",Dangerous Days,R,8.1,117,Blade Runner,https://www.imdb.com/video/vi531759385/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi531759385/1401497881123-xszl4z-1427841074439.mp4?Expires=1682016146&Signature=tM7x679Tu~4IUNKhGig9ZBWnaFSTaCma~HnH~HWnbEu0YIWsR0PT7DATwwxvFdsTmvFazWjGJhQgzJb-7MQzAep0jAuOmhTTZ1-uBASsczZnlYD6521ewLU0Foc8dT2I1PrWkS-45YuqrOxch-V2WWkX46qLsRJW21UOzjsTZ4pju1goihokcazusbLd4GNoKlZbkIiMypTvpxxIowYyPVIjLvx9HYYh8QrW-Z4Cxj5ioMklcsNiyl9vzFsdCZMohDOukF85bV63fyrywCVLPAJaFBfDwdEPWsxrnb2QXBUSCWxG5VSrrFxNlXckKgaKDyWdHRv6W2Y5LsgCSPWQqw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1982
"Mack Swain,Tom Murray,Charles Chaplin",United States,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.","Adventure,Comedy,Drama","None,English","https://m.media-amazon.com/images/M/MV5BODI0NTFkMTItOTYyNC00MzQ4LTgzZWMtMzdhMDAyOWU5YjA5XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_QL75_UY281_CR4,0,190,281_.jpg",Lucky Strike,Passed,8.1,95,The Gold Rush,https://www.imdb.com/video/vi70820889/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi70820889/1434659607842-pgv4ql-1563526422310.mp4?Expires=1682016113&Signature=rcaaw827wdwRt8W2Cvmd2-3a9QONKb85R0SleLRr5qxXs1CzlLS~19aEuzemwbWGPHwthY2nHNUwZirXbUD49tdYMUjrEA2jCmfmgQxTKdE4iT9V~OSCIvRxOWKOHA1b4kUuOaRxmSPfyiw4W5Ghph6vZxFpJcOeXcmx56lA~YqoGxV~DyczNdxsdX0X31GMfjXxxM9G-kzbrVs08RhzEbAc39tsB8k5i3fM63c7MDHCylwoKpTKDAHyK38dfsPvlOmKU~sebmgssvpEmXS7BhL3XfWOVmAI2GM2UYMj-9QqeUI0c6ih18VzNGaI~plrhsy6l2itjr4cH0d~-rEZmA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1925
"Noriko Hidaka,Hitoshi Takagi,Chika Sakamoto",Japan,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.","Animation,Comedy,Family",Japanese,"https://m.media-amazon.com/images/M/MV5BYzJjMTYyMjQtZDI0My00ZjE2LTkyNGYtOTllNGQxNDMyZjE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR6,0,190,281_.jpg",Mi vecino Totoro,G,8.1,86,My Neighbor Totoro,https://www.imdb.com/video/vi3871916313/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3871916313/1434659607842-pgv4ql-1605706096871.mp4?Expires=1682016117&Signature=hfoeeIEK1hlE72eTbe20k-IET8lGr4JCWuuJsC9yCAV6vZzxi4Wxru5nKMR-vJdycuwE0oyDhxWZyqocTq5VD5QT3fVdhIb761Qc-JceF~3OoN5mw4GTXjjVHSUACWhhLDa-FGLAW6wl1JiY0y-mkVxu8xBSJcqiytDVp2ln1stW9ZvOFj7FjUi3T6eBjVM0gHmiaN7nKyfYN3i3mQle~whe4EzvqhmiRNTEwkyoj1qJajKWyQnxzqk1HsOt7Xt00SHLsV21LKvhmHx1SimSvPo5zOG5744v8ScA~7Vnjgoinz6DERHLj8TOUXXCP7LsPOe8Z-WC8haNXstlVU98Ww__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1988
"Bahare Seddiqi,Mohammad Amir Naji,Amir Farrokh Hashemian",Iran,"After a boy loses his sister's pair of shoes, he goes on a series of adventures in order to find them. When he can't, he tries a new way to ""win"" a new pair.","Drama,Family,Sport",Persian,"https://m.media-amazon.com/images/M/MV5BZTYwZWQ4ZTQtZWU0MS00N2YwLWEzMDItZWFkZWY0MWVjODVhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,5,190,281_.jpg",The Children of Heaven,PG,8.2,89,Children of Heaven,https://www.imdb.com/video/vi2901319193/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2901319193/1434659607842-pgv4ql-1564499323131.mp4?Expires=1682016116&Signature=CnwiiLKXqQCWCPZdQjQ5hNEM4w11dAMXg4g4Xx756i3oNVTTGEbdjI4jtHR14ZTwoc42eCUEEqZXAVQjpoom8KeZICr6IxnKeHXs7umhba2kVcr9tGI5qaLILvXVzKNeUbdEakl-cl7CULa2zaAHeov22xsArUgYMaIA~xMRDQckad2FvpJoqmqrf9qdy0HXk9mFuAbnJd1Zvt1WbumFQ49Hxca2jMsDPlTYQ58xp-xYDZXOy7~AXALU3VcXfoF1HqBWTaBFl0JI98MBLjDoL9g2eEc7OyRF1cszNlCWC7Fu1lbAIaRbhSPNXv6M7Xm1LPdsvJ~HTxV~bLOQTfvt-Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1997
"Steve Buscemi,Frances McDormand,William H. Macy","United States,United Kingdom",Minnesota car salesman Jerry Lundegaard's inept crime falls apart due to his and his henchmen's bungling and the persistent police work of the quite pregnant Marge Gunderson.,"Crime,Thriller",English,"https://m.media-amazon.com/images/M/MV5BNDJiZDgyZjctYmRjMS00ZjdkLTkwMTEtNGU1NDg3NDQ0Yzk1XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UY281_CR0,0,190,281_.jpg",Thị Trấn Fargo,R,8.1,98,Fargo,https://www.imdb.com/video/vi2228618777/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2228618777/1434659607842-pgv4ql-1563907037652.mp4?Expires=1682016160&Signature=IBDYKKmeYhZLs6ERGuqLOSae8srMK0wtXw1VhJ~AEwm5P6FPksfb08~otIQmEExjpVgN3p7EcD60uZnzHRXRy-w5mPrxXO00nE2AE2apS9edtk43wCjS8VW2wNd-hwodPi-pWChdqxH5jRhmLljPrLEw5sDpBL8Ip5~Y~g81HMkO5xelKk~YVgc-jA~-mfo2wBKTwFKNdUC91bEiLN~s-BSXrYOllJOB-j61zlmhFoPWmt5hPTkwhngfnECQR9Nz~cXNJTxhIx3EelgvXaVGTblqz0w4O-K3Yi1dZmnhSG-VlF8aGYOUlbJwdxXfkTLcZlfDhLV2IenvMhxUArWNvQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1996
"Jack Hawkins,William Holden,Alec Guinness","United Kingdom,United States","British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid t...","Adventure,Drama,War","English,Japanese,Thai","https://m.media-amazon.com/images/M/MV5BOGY5NmNlMmQtYzRlYy00NGQ5LWFkYjYtNzExZmQyMTg0ZDA0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_QL75_UX190_CR0,6,190,281_.jpg",Die Brücke am Kwai,PG,8.1,161,The Bridge on the River Kwai,https://www.imdb.com/video/vi1900740633/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi1900740633/1434659607842-pgv4ql-1616199235894.mp4?Expires=1682016158&Signature=pyzZtPvLPBdPkp-oKMxZ0BLoA81En7PTIxA5AmsXX1V298wGj7NAze~rijTIzipw~WY2rA~7D8LFwgAwRAQSHumfhU4-htDmNJhH7G1Y3EQQwkTugEFqBeHkREuuBKw3JCkxklfB8om0JnZw1Jh4t9xDfi7iePO5Abvil6yWtBCCSkFglnfCc0K-vkPXUMe0V0Jp~0O3FnNrBbDzjsW-C18z5nXz0hETyi2ePEoBQcX82WACVGOhYO5ztKDnsQuLQxjSGt96zIUPn2ZoiunL-oDqtwC9hU2ZkvQRRwqgV3zvz8bNw2HLkHOyMsUd-IBXrkpvGsVycbXHKTNDd2SLmQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1957
"Ricardo Darín,Pablo Rago,Soledad Villamil","Argentina,Spain",A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt hi...,"Drama,Mystery,Romance",Spanish,"https://m.media-amazon.com/images/M/MV5BY2FhZGI5M2QtZWFiZS00NjkwLWE4NWQtMzg3ZDZjNjdkYTJiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UY281_CR1,0,190,281_.jpg",Bí Mật Sau Ánh Mắt,R,8.2,129,The Secret in Their Eyes,https://www.imdb.com/video/vi100645401/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi100645401/1434659607842-pgv4ql-1542218588675.mp4?Expires=1682016167&Signature=qA8wHlcB7JBt5fFb3GkMsc-97ll4xwDfyaArgHzLD-tZLn9~SClAuzN1EtQX~6jkNT2c8P5qgwJFIC8xT8YrFF95bsqys~mKD2RWHYWOnux9XTS34~8EdKbvEdnyuKMkmnzOWJGBERnGxX9KEdCWCbfQvOdnK0twQ-phd4-ZlAc4HaMQekyULlLd4imt6fzS3K7f34FJORQQgkCO7thhVdzNWiQ19bqFVCgYrLk2s87MhYYNgCMse0JkX9STOnnqJs-fKEEQUB9IBI80q35W0OVSVPiK3Ldc5e1G~BmNqSNDQRUuPhdsbvpqbaPCp7qNQ7NhQ7SgQoQOWp6i1P-2yw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2009
"Grace Kelly,Robert Cummings,Ray Milland",United States,A former tennis star arranges the murder of his adulterous wife.,"Crime,Thriller",English,"https://m.media-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg",Alfred Hitchcock's Dial M for Murder,PG,8.2,105,Dial M for Murder,https://www.imdb.com/video/vi3634430233/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3634430233/1434659607842-pgv4ql-1563666268543.mp4?Expires=1682016164&Signature=rMsoviC6iJ8ifmDWVUDwGecPv57AfLYlz89cvfiKGr6whPDoA0hb2Bd3qJI5wVCWDZFk8MXNByp2JpjMvfDYv7jNqJduA47YOu1LJWenZKHdsrniyJQPx3jaxV1s1yRCK96~6IXVevDqAuv8w1BN4pzyZd841gUDv4CH-hVfXzSbvsS2DH2t1JOFP1ygpcAI-5rLGrhCkvdSlhQOPCNPy7~a2cOu6OxJ0FQc7ex1t9cgnoJUKcO8Q~Hvb9oW1VrJ77e0dXr435w-o8XUrwoJroy6Oy7LhdFcoKvvhE6XWSq3BUrDaE0M6JJIF~K2gkPZqcMvi0MLNu93JGTcJD4B4Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1954
"Laurence Fishburne,George Georgiou,Keanu Reeves","United States,Germany","John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that tur...","Action,Crime,Thriller","English,French","https://m.media-amazon.com/images/M/MV5BMDExZGMyOTMtMDgyYi00NGIwLWJhMTEtOTdkZGFjNmZiMTEwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_QL75_UX190_CR0,0,190,281_.jpg",Sát Thủ John Wick: Chương 4,R,8.2,169,John Wick: Chapter 4,https://www.imdb.com/video/vi289916185/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi289916185/1434659607842-pgv4ql-1676561376414.mp4?Expires=1682016156&Signature=uNH0WptfavQw3K5ITRZD~ear3BKKAPzuLJCpBdon2Bj~xc74ey8E3DdBgJA2XJgEoaWwAAxK~pU1W4Um3cDKDLbp~Y5uRfCLon3lSz1fkrFB-tuekIFxaZ0kiY3imH0c52KXP88Ghq9im9hwOibvBvJ60hm-IR3uswI3SuBZxqVBGiRllwTmFIqakO0ije4YFUnz1F1QkZaIX~9NrVS8iPl9dmG18R1DL1bkVWoDtG2xc8fGPmihNKIjUjPGKIvtN3xPQLxh3UqezqmBzwleLyYqeYTIIX3BMZNPqu0oGVHS9j~fcIcQqUbcER15PakXQ1odgc0wiXj146gqoDrr7A__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2023
"Natalie Portman,Rupert Graves,Hugo Weaving","United States,United Kingdom,Germany","In a future British dystopian society, a shadowy freedom fighter, known only by the alias of ""V"", plots to overthrow the tyrannical government - with the help of a young woman.","Action,Drama,Sci-Fi","English,French,Latin,Spanish","https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg",V for Vendetta: The IMAX Experience,R,8.2,132,V for Vendetta,https://www.imdb.com/video/vi4276093209/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi4276093209/1434659607842-pgv4ql-1564222183608.mp4?Expires=1682016170&Signature=YJTskifaUg8uIudtsQ4ujekdJ1QynEsBMuWePa3wtrPZOBizLCuIEdttz~iPy-G8Sg9c-odQsfsag4pdObFmPH7m1ylMedZg1hEmRL2Hat4ah-SiO2HfdQKVaPq5SmDMq5g19CsHrok3LOLxjB11ujuiMnY7lqO8CBVcEAf7cvx3b0Hz6TtqMP~DVNuXWudsXtx564V7knJ~WO3xn46YiVv9obAVzaFlm2brMdXC2vfEZOLjV-7WSWjJSiFRuDfYHn-XBs3UBjqVXLT0zN6poXd~OSAMQLdnsl3kqA8YyfQ08V7NguD0mL4BbFGjz6EKE4uarIPDzleYmmscquyrDw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2005
"Hugh Jackman,Jake Gyllenhaal,Viola Davis",United States,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts.","Crime,Drama,Mystery",English,"https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg",Lần Theo Dấu Vết,R,8.1,153,Prisoners,https://www.imdb.com/video/vi3294275865/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3294275865/1434659607842-pgv4ql-1616202360042.mp4?Expires=1682016159&Signature=EIbyb7cnkpK9VDCWP~TzyMjuKfJqrcJMrtXBCv10-3o-6OdZseJw4N5MFyKSdyMFMsofXw7dO~Th4l65i1S8qo~K-ceJ8I3np-LjdanAn6LPzAIQi5nZzVScQi7iAVeV1zXCbmYX2IJlAMly9c2cEbTopq9bDzFHk~F4nhKC~uMDRXk5reeAoygWvKhfl1qCpFJXmDd~lihVsBJMhB~rFpA6RVPt32K-gMpdkN3Et~xn0SGslw0nM458pnPtlw6kZU4Iipan4DBY--ohZonDznVwt4~WSif5qCWcCXf4GitFJwh1mOoq6zWiXml-cfa1-Ze9NkIRNAP5Nj5o8xBhLA__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2013
"Clark Gable,Thomas Mitchell,Vivien Leigh",United States,American motion picture classic in which a manipulative woman and a roguish man conduct a turbulent romance during the Civil War and Reconstruction periods.,"Drama,Romance,War",English,"https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,5,190,281_.jpg",Gone with the Wind in 3-D,Passed,8.2,238,Gone with the Wind,https://www.imdb.com/video/vi581873433/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi581873433/1434659607842-pgv4ql-1563889724970.mp4?Expires=1682016173&Signature=XzZuZ9T-ptgsst4kXRRJUlLAYb4Bxe7CGS0Jt-qtR7nedqj4gQyQ7-DHHWZKdfmBL-jOFreOWrxwWsMm~kCq4Vqq-LMMO2IKFsT3pqc1gFFxbpMRlS6MhnICno9qomVawhYw-rVOClbacm3ISxLthq~qAxd-rsj3m~Xu3weyYxPomAL-i8~zfXgHP56Hi6zg9mbd9rohzRMNTHu0gXUyXj88gY4GEnJFt1H7fXgFjRpqaoWEolCYfioPHWeVQeAmT0HYCehnaYwYPhdj0YAdJoa-xS82MCRJ3Eu0bUjU2rxA88ZgaRrZ2s6oQznLQQjrT9chh~aAfROOgv3MaLPEmQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1939
"Ewan McGregor,Jonny Lee Miller,Ewen Bremner",United Kingdom,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",Drama,English,"https://m.media-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,0,190,281_.jpg",Lối Sống Đồi Trụy,R,8.1,93,Trainspotting,https://www.imdb.com/video/vi2148899865/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi2148899865/1434659607842-pgv4ql-1563537012853.mp4?Expires=1682016157&Signature=g0eW6KYEDCHFnsHdoLfyMxEWLCe9tv02sUmi7qneWUW5POe-6i5krvfXnYfxCJc1l~2NpBy1-NJel8ga5Db7tOmVzmXmqUMzjgLurBGTb1SnOtB68cErQzCMS6GURReOC-T1aWm3ITo5fp2xlpOXPHbyxpRDt-UIz6vO3goqCVP3T8~5A-MZCcOM25XprFb2iQfVLkFViJnRUQUF8sQgXbY9I5-K0Oaa3OlGUg8oBCoAtYMnnCEVP0Mv2Ob~98ZMxMYz1eCh5~6cu6KmLBaemIIe4rezy7-C9fDwNoYNjk4HVI8LN2lGTaEZ3n7CCFcAahQYaxjrsZn~weUp-9mWMw__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1996
"Robert De Niro,Joe Pesci,Cathy Moriarty",United States,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.","Biography,Drama,Sport",English,"https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg",The Life of Jake La Motta,R,8.1,129,Raging Bull,https://www.imdb.com/video/vi3633616921/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3633616921/1434659607842-pgv4ql-1564767130226.mp4?Expires=1682016172&Signature=fd1cB0RfodaSLYvWgQaOoH7-jIr3r5cDGoRxynnhG2Vd~OEJojbUUKqDTBjMmTBzvJbMMHVvpPDII3jwEpxPREWgFASmBvB3eLU0UHpWlP5BXZGkDGNxwydgtYvQEeJb-nzA51ADzFcb6c7zeo43BVqdjN43eMhTRveqzTo-NCYy-~eYKGgWHzZ8Bpu5TH8eckbNlN7EMe85gBZzfP5fOWRz2jD~WXyXMEcaGP5vwEC4X8cy8Jlskg4H32YLUaKwI52qty4~7pCxFp5JeiEKfdqAMYLqxT9qr7c5U~9uTWRIb72Vm-hG994EF6DEVdCFBklYrXtGME12vrm1yRgZ3Q__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,1980
"Tatsuya Gashûin,Chieko Baisho,Takuya Kimura",Japan,"When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions ...","Animation,Adventure,Family",Japanese,"https://m.media-amazon.com/images/M/MV5BNmM4YTFmMmItMGE3Yy00MmRkLTlmZGEtMzZlOTQzYjk3MzA2XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX190_CR0,2,190,281_.jpg",Lâu Đài Di Động Của Howl,PG,8.2,119,Howl's Moving Castle,https://www.imdb.com/video/vi3502817561/?ref_=tt_vi_i_1,https://imdb-video.media-imdb.com/vi3502817561/1434659607842-pgv4ql-1605706014921.mp4?Expires=1682016168&Signature=RpNuKzjAHytHcua~fkOMs72A4C2Ck-nucMF2z6nHwyJkhHrbDGs2moPJnbgUwgblydjBnmvY2mQIiCQ-vXk4bz9e1E1I5CubSATWLRAAPGznCgsOCaBbZW0vx9jpwRMq5pZrDOTJfWU5Qy0e6Pfp2bHBw5bCWN0ZMObu~HmFiWWn98Ht1n1DKptyWLdQprYkoDEXxPqd9FElt9ZFagqzjrggGeP~jbtL~txkeETUp~I2hPsfo~pNO6V2p506zxP~xIWDpDn-YRe-M9lVizzPFid9AlcZX~cYiMYqLcCauiTGmX0kVLC~A89t2ODoEnGQzNKKqJLmODn7YFhbnxgLEQ__&Key-Pair-Id=APKAIFLZBVQZ24NQH3KA,2004
